dt5
0	7190.0
1	12420.0
2	9970.0
3	13270.0
4	19380.0
5	5530.0
6	16320.0
7	16510.0
8	13080.0
9	15670.0
10	11980.0
11	13840.0
12	16200.0
13	9990.0
14	11420.0
15	13590.0
16	14260.0
17	6770.0
18	8290.0
19	8370.0
20	9900.0
21	9630.0
22	12100.0
23	3390.0
24	8230.0
25	12860.0
26	15070.0
27	13840.0
28	14480.0
29	13240.0
30	19230.0
31	9990.0
32	5020.0
33	15440.0
34	4410.0
35	9630.0
36	12650.0
37	7190.0
38	13860.0
39	15420.0
40	8790.0
41	9840.0
42	11670.0
43	8380.0
44	13390.0
45	11750.0
46	13650.0
47	11090.0
48	15790.0
49	18170.0
50	5370.0
51	12480.0
52	15730.0
53	11090.0
54	4080.0
55	12970.0
56	7740.0
57	5770.0
58	13670.0
59	14050.0
60	12790.0
61	11290.0
62	13530.0
63	13200.0
64	12090.0
65	8270.0
66	14720.0
67	12970.0
68	6830.0
69	10890.0
70	13830.0
71	15440.0
72	15000.0
73	5190.0
74	9420.0
75	12500.0
76	9570.0
77	14590.0
78	11520.0
79	9740.0
80	8050.0
81	9220.0
82	9970.0
83	8650.0
84	15160.0
85	13180.0
86	11640.0
87	5570.0
88	2860.0
89	13590.0
90	11020.0
91	8030.0
92	12120.0
93	11790.0
94	15530.0
95	13610.0
96	13020.0
97	8020.0
98	7970.0
99	11160.0
11386.4

rap7
0	11900.0
1	14040.0
2	9590.0
3	15490.0
4	5590.0
5	12660.0
6	8630.0
7	10820.0
8	7720.0
9	3670.0
10	8370.0
11	8950.0
12	16970.0
13	6810.0
14	11520.0
15	6390.0
16	3360.0
17	5380.0
18	9680.0
19	14750.0
20	11450.0
21	10370.0
22	9860.0
23	7140.0
24	15770.0
25	8220.0
26	8530.0
27	9590.0
28	12530.0
29	5360.0
30	9420.0
31	3190.0
32	11840.0
33	11210.0
34	2570.0
35	7980.0
36	7170.0
37	3250.0
38	16280.0
39	11670.0
40	13610.0
41	12020.0
42	12690.0
43	12640.0
44	16180.0
45	13730.0
46	14700.0
47	11220.0
48	11870.0
49	7870.0
50	6590.0
51	14810.0
52	8770.0
53	7400.0
54	19970.0
55	5580.0
56	12700.0
57	14870.0
58	2140.0
59	13850.0
60	8540.0
61	7950.0
62	13210.0
63	7710.0
64	14520.0
65	4990.0
66	12660.0
67	13610.0
68	10770.0
69	16230.0
70	8630.0
71	14070.0
72	13600.0
73	13620.0
74	4610.0
75	5020.0
76	14780.0
77	10430.0
78	14400.0
79	9970.0
80	11620.0
81	12520.0
82	11180.0
83	16900.0
84	15140.0
85	20540.0
86	7050.0
87	13500.0
88	12130.0
89	13680.0
90	11180.0
91	6530.0
92	6800.0
93	7540.0
94	9070.0
95	9120.0
96	16300.0
97	8840.0
98	16390.0
99	12100.0
10663.5
